Timestamp,Raw Points,Normalized Points
20240928_122626,11,0.03666666666666667
20240928_122903,16,0.05333333333333334
20240928_123211,22,0.07333333333333333
20240928_123531,13,0.043333333333333335
20240928_123837,17,0.056666666666666664
20240928_124209,12,0.04
20240928_124538,24,0.08
20240928_124904,27,0.09
20240928_125232,37,0.12333333333333334
20240928_125612,28,0.09333333333333334
20240928_170023,36,0.12
20240928_170527,31,0.10333333333333333
20240928_171141,26,0.08666666666666667
